iter	Passed	Remaining
1575	12776	52077
1576	12783	52064
1577	12794	52070
1578	12801	52057
1579	12807	52041
1580	12812	52021
1581	12818	52004
1582	12826	51995
1583	12835	51990
1584	12846	51994
1585	12854	51984
1586	12861	51972
1587	12867	51958
1588	12875	51948
1589	12884	51943
1590	12893	51938
1591	12900	51928
1592	12909	51921
1593	12916	51908
1594	12923	51896
1595	12932	51891
1596	12940	51881
1597	12949	51879
1598	12958	51873
1599	12966	51864
1600	12973	51852
1601	12981	51845
1602	12990	51841
1603	13000	51839
1604	13008	51830
1605	13014	51816
1606	13022	51805
1607	13031	51801
1608	13040	51796
1609	13049	51791
1610	13057	51785
1611	13065	51775
1612	13074	51771
1613	13082	51761
1614	13088	51745
1615	13096	51738
1616	13105	51731
1617	13113	51723
1618	13123	51725
1619	13129	51708
1620	13135	51690
1621	13141	51675
1622	13148	51663
1623	13157	51658
1624	13164	51645
1625	13172	51637
1626	13181	51631
1627	13189	51622
1628	13198	51619
1629	13206	51610
1630	13215	51605
1631	13224	51601
1632	13233	51595
1633	13241	51587
1634	13249	51578
1635	13257	51570
1636	13265	51562
1637	13274	51559
1638	13281	51546
1639	13289	51537
1640	13296	51526
1641	13301	51505
1642	13307	51489
1643	13315	51481
1644	13325	51477
1645	13334	51474
1646	13343	51469
1647	13352	51464
1648	13359	51454
1649	13369	51450
1650	13377	51444
1651	13385	51433
1652	13392	51421
1653	13400	51414
1654	13407	51401
1655	13415	51393
1656	13424	51389
1657	13433	51385
1658	13444	51385
1659	13453	51380
1660	13459	51368
1661	13465	51349
1662	13470	51329
1663	13476	51315
1664	13486	51312
1665	13494	51305
1666	13502	51298
1667	13509	51283
1668	13515	51269
1669	13523	51261
1670	13532	51255
1671	13539	51242
